,Jang-hESCs_Control_71,Jang-hESCs_Control_72,Jang-hESCs_Control_73,Jang-iPSCs_Control_74,Jang-iPSCs_Control_75,Jang-iPSCs_Control_76,Jang-iPSCs_AMN_77,Jang-iPSCs_AMN_78,Jang-iPSCs_AMN_79,Jang-iPSCs_CCALD_80,Jang-iPSCs_CCALD_81,Jang-iPSCs_CCALD_82
ACP1,11.098860499999999,10.9917195,11.110013,11.080222000000001,10.813642,11.371420500000001,10.292455,10.7970875,11.096501,11.243642,10.49814,11.026586
ACP2,8.096110000000001,8.067056,8.219082,8.11974,8.406183,7.995974,7.8380279999999996,8.151129,8.524629,7.781867,8.498783999999999,8.133251
ACP5,7.068382000000001,7.188674000000001,7.370769,7.161855999999999,7.322241,7.1005210000000005,7.249467999999999,7.085201,7.6692789999999995,7.19498,7.138921000000001,7.226425
ACP6,8.71751,8.867329,9.005269,8.862292,9.028622,8.685084,8.629219,8.544825999999999,9.187401,8.133848,8.286716,8.309546000000001
ACP7,6.611708,6.656776,6.733480999999999,6.778894,6.656271,6.7855550000000004,6.6928149999999995,6.797208,6.644176,6.7615419999999995,6.485987000000001,6.86176
ACPP,6.662977000000001,6.910908999999999,6.646046000000001,6.898494,6.974261,6.999617,6.677311,6.672322,6.4820519999999995,6.806974,6.7061399999999995,6.840808
ACPT,6.8028295,6.8762715,6.720519,6.758353,6.747061,6.8482575,7.0268795,6.6877745,6.783594,6.744235499999999,7.036446499999999,6.8396669999999995
ACR,6.8385869999999995,6.771565,6.803033999999999,6.727900999999999,6.904989,6.712871000000001,6.771164999999999,6.902,6.936564999999999,6.7267399999999995,6.877999000000001,6.826469
ACRBP,6.889238000000001,6.694496000000001,6.708497,6.946333999999999,6.724036999999999,6.761097,6.853074,6.718727,6.746617,6.461359,6.817921000000001,6.632006
ACRC,7.268133,7.170335000000001,7.053546000000001,7.3163149999999995,7.3634710000000005,7.206749,7.408442999999999,7.441194,7.7019910000000005,7.403588,7.39531,7.394781
ACSBG1,7.227593,7.732454,7.7021880000000005,7.791836,7.955307,7.808063000000001,7.537323,7.542186,7.643171000000001,7.708558999999999,7.439697,7.535203999999999
ACSBG2,6.607856,6.636692,6.585696,6.475504,6.609804,6.485689,6.477138,6.596275,6.437385,6.38398,6.897786999999999,6.67778
ACSF2,7.024710499999999,7.029945,7.221348,7.276215,7.2518535,7.1708655,7.146483,7.242428,7.4987405,6.9915080000000005,6.940239999999999,7.1979895
ACSF3,6.953869,6.950817999999999,7.079288,7.084161,7.0920559999999995,6.889761999999999,6.814583,6.832916,6.997835,6.933986,7.166030999999999,6.695634
ACSL1,7.084975999999999,6.977334,6.9018429999999995,6.910347,6.903111999999999,6.969798,7.120342,7.042102000000001,6.834977,6.805979,7.044295,6.847883
ACSL3,8.54434,8.183714,7.934783,8.092079,8.013009,7.903822,7.899023,8.074713000000001,7.6003300000000005,8.498241,7.811875,8.427318
ACSL4,7.3651835000000005,6.867163000000001,7.105500999999999,6.666484,6.7182710000000005,6.799910499999999,6.5894065,6.672666499999999,6.8566225,6.665894000000001,6.6534725,6.728242999999999
ACSL5,6.404671,6.3754349999999995,6.305129,6.272798000000001,6.423553,6.487435,6.402097,6.303816,6.371304,6.514995,6.291171,6.467896
ACSL6,6.399639,6.4569785,6.3236485,6.416675,6.5445175,6.432,6.393119,6.5014165,6.4324515,6.4506755,6.440538500000001,6.493535
ACSM1,6.127665,6.020965,6.3020190000000005,6.334205,6.184146,6.153948000000001,6.318212,6.465248,6.365351,6.342003,6.323306,6.16525
ACSM2B,6.730988000000001,6.673075,6.495213,6.597892999999999,6.6818029999999995,6.6010979999999995,6.576745,6.573211,6.656933,6.532769,6.662902000000001,6.658448
ACSM3,7.065652,7.270442,6.896578999999999,7.4773320000000005,7.567825999999999,7.467486999999999,7.598199,7.642403,7.097805999999999,7.405364,6.781869,7.543838
ACSM4,6.464915,6.317769999999999,6.621500999999999,6.438562999999999,6.384997,6.499838,6.326409,6.533921,6.441052,6.588052,6.335253,6.444333
ACSM5,6.634608,6.569769,6.4828019999999995,6.667877000000001,6.681750999999999,6.528251999999999,6.7469529999999995,6.548357,6.680755,6.671736,6.613227999999999,6.586606
ACSM6,6.5711315,6.6117,6.5471260000000004,6.5966285000000005,6.5993735000000004,6.6480845,6.666225999999999,6.4912485,6.5792735,6.5949835000000006,6.7475345,6.6799365
ACSS1,6.93677,7.353311,7.373994000000001,7.732633,7.725675,7.622386,7.739511,7.754178,7.862846,7.5376199999999995,7.385775,7.852416000000001
ACSS2,7.9607185,8.5736785,8.548210000000001,7.9976164999999995,8.130524000000001,8.02598,8.1389295,7.9526580000000004,8.5679275,8.0848285,7.894467,8.201015
ACSS3,7.361496000000001,7.112349000000001,7.055965,7.055907,6.817688,6.920383,6.975492,7.096143,6.981025,7.205569000000001,6.9033880000000005,7.161648
ACTA1,13.478401999999999,12.507606,12.949072,11.107365,11.554416999999999,11.321,11.842989999999999,11.872622,12.520081,12.972781,13.784486,13.020584
ACTA2,9.820129,7.911658999999999,9.186292,9.68943,10.031488000000001,9.677783,9.55829,9.125451,9.632187,9.963854,11.120401,10.175305
ACTB,14.792498000000002,15.133545000000002,15.197032,15.564751999999999,15.41192,15.564751999999999,15.455233999999999,15.313442000000002,15.221473999999999,15.387808999999999,15.4048,15.465945999999999
ACTBL2,6.5437685,6.290910500000001,6.3661575,6.3799535,6.4542535,6.311482499999999,6.5657855,6.4745605,6.4565905,6.2827795,6.5526745,6.2813875
ACTC1,8.442036,8.199377499999999,8.551403,8.7856065,9.2450845,9.0212215,9.031436,8.973931,8.658314,8.6557975,9.3490255,8.883159
ACTG1,13.570556,12.5397055,13.1383215,12.917696000000001,12.45808,13.079156,12.1401065,12.759494,13.13031,13.414142000000002,12.400763000000001,13.400553
ACTG1P4,6.625227000000001,6.626228,6.244729,6.669289999999999,6.612358,6.549686,6.628778,6.556722,6.654447,6.670653999999999,6.441863,6.634941
ACTG2,10.373121000000001,9.82317,9.988689,10.945656,10.903802,10.876747,10.77732,10.569397,10.215744,10.116591,11.13668,9.92101
ACTL10,6.455552,6.656664999999999,6.478902,6.551188,6.68455,6.456772,6.456505,6.547480999999999,6.76313,6.076981,6.581794,6.350553
ACTL6A,10.771471,10.729687,10.513753,10.8655105,10.6450425,10.982639500000001,10.5966,10.754037,10.323238,11.062142,10.619883999999999,11.0738045
ACTL6B,7.312272,7.465076,7.352685000000001,7.7671149999999995,7.691191000000001,7.588188000000001,7.949217,7.686066,7.709989,7.771392999999999,7.570930000000001,7.708558999999999
ACTL7A,6.095268,6.254964,6.355543,6.2446720000000004,6.21615,6.218769,6.020965,6.2633730000000005,6.387607,6.215904,6.331061,6.212329
ACTL7B,6.449139,6.495112000000001,6.635636,6.622622,6.56636,6.438597,6.456004,6.381301000000001,6.672108000000001,6.5191930000000005,6.582839,6.442307
ACTL8,6.979156,6.8618429999999995,6.835905,6.758535,6.973389,6.840694,6.851976,6.909764999999999,7.061256,6.712509,7.0334330000000005,6.83749
ACTL9,6.490682,6.235968,6.359901,6.156142,6.168325,6.376873000000001,6.413541,6.350026000000001,6.136717,6.310829,6.257218,6.50531
ACTN1,13.028326,12.446789,12.884788,12.827141000000001,12.739546,12.566715,13.164964999999999,13.063433,13.011258,12.75332,13.370167000000002,13.009795
ACTN2,6.757531,6.499922,6.720115,6.581528,6.569949,6.656584,6.613969,6.4701319999999996,6.495518,6.4112480000000005,6.7062550000000005,6.216056
ACTN3,9.083434,9.714089999999999,10.306014999999999,9.86107,9.725,9.43961,9.685921,9.920014,10.718541,7.605813,7.511602000000001,8.208283999999999
ACTN4,10.443659,10.183345,10.416403,10.937463000000001,10.500109,10.582236,10.955442,10.767700999999999,10.952548,10.516304,11.175758,10.575157
ACTR10,11.02386,9.984671,10.374404,9.835391,10.008803,9.916015,9.657382,9.818798,10.209077,9.661142,9.955627,9.721491
ACTR1A,12.065542,11.696756,12.036209,11.359403,11.663994,11.336039999999999,11.685347,11.564957000000001,12.015757,11.462152,11.544832000000001,11.519012
ACTR1B,9.191939999999999,9.660791,10.109084,9.626774000000001,9.780891,9.528575,9.632866,9.605824,10.51822,9.556637,9.667571,9.559755000000001
ACTR2,11.367614999999999,11.081559,10.808272,11.465028,11.221979,11.180301,10.796312,11.095725,10.164963,11.111445,10.903205,11.017208
ACTR3,7.868657000000001,7.783075999999999,7.464678999999999,7.638828,7.779418,7.931885,8.167143,8.015286,7.7666830000000004,7.835698,8.447991,7.8484929999999995
ACTR3B,7.150669000000001,6.9289395,6.9156065,6.778917,6.783741,6.9733075,6.6657075,6.897360000000001,6.974691,6.876937,6.681621499999999,6.845214
ACTR5,8.602834,8.673046000000001,8.571373,8.844057000000001,8.739048,8.772730000000001,8.818622,8.712938000000001,9.047161000000001,8.508849,8.938718,8.915863
ACTR6,8.745726,9.254548,9.104965,8.746796,9.085415,9.144248,9.258352,9.193282,9.906707,9.103655999999999,9.224339,9.068441
ACTR8,8.073497,7.647098,7.471164,7.6314210000000005,7.641085,7.657764,7.84143,7.842836,7.323588000000001,7.892668,7.910450999999999,7.597364999999999
ACTRT1,7.472163,7.250683,7.3914740000000005,7.3227660000000006,7.547075,7.166739999999999,7.4702660000000005,7.313604,7.371478,7.532567,7.440289,7.154407000000001
ACTRT2,6.3828065,6.5179285,6.5913509999999995,6.360942,6.5264435,6.5882045,6.458374,6.5586899999999995,6.474282499999999,6.411439499999999,6.357552,6.486415
ACTRT3,8.560458,8.355784,7.816391,8.539357,8.642603,8.681039,8.359608999999999,8.209967,8.161147999999999,8.940152000000001,8.993752,8.576997
ACVR1,9.526936,9.756701,9.544849000000001,9.85697,9.881807,10.054252,10.015682,9.954703,9.070689999999999,10.238747,10.510947,10.313858999999999
ACVR1B,6.7306835000000005,6.7519615,6.740425999999999,6.7942,6.8261009999999995,6.6931235000000004,6.895125999999999,6.777881,6.6132955,6.7929955,6.745423,6.689902
ACVR1C,6.485915,6.582456,6.5533269999999995,6.453346,6.588348,6.40879,6.531529,6.439325,6.416894999999999,6.584433,6.534966000000001,6.501537
ACVR2A,7.167005499999999,7.272055,7.042161500000001,7.2869485,7.2121854999999995,7.2889075,7.2000215,7.166142999999999,6.9065965,7.188852000000001,6.9187555,7.164753500000001
ACVR2B,6.919697,6.714878,6.66678,7.008877,6.78395,6.901565,6.716566499999999,6.839983999999999,6.7133185,6.8903065,6.596096000000001,6.935852499999999
ACVR2B-AS1,6.420826,6.112633,6.430032,6.47012,6.481431,6.507763,6.245826999999999,6.318626,6.372521,6.32749,6.552645,6.416613
ACVRL1,6.482284,6.635946499999999,6.7171985,6.565486999999999,6.72165,6.6704155,6.5040615,6.4540295,6.618166499999999,6.3930245,6.454055,6.4561720000000005
ACY1,10.00508,10.262346,10.654741,9.785395,9.938891,9.864758,9.774154,9.846153,11.046591000000001,9.839335,9.526603999999999,10.049896
ACY3,6.169715,6.377315,6.507736,6.536833000000001,6.486285,6.675563,6.665442,6.5007980000000005,6.437411,6.419398,6.440486,6.423998
ACYP1,8.438205499999999,8.8961945,8.874217,8.9673905,8.926407000000001,8.707849000000001,8.96171,8.823399499999999,8.9957935,8.3149935,8.502297,8.5276945
ACYP2,7.091305,7.129116000000001,7.064364,7.230266499999999,7.270656,7.330103500000001,7.254878,7.4816035,7.591117999999999,7.2353905,7.232882000000001,7.257967999999999
ADA,10.251054,9.94391,10.63771,9.761214,9.697227,9.484394,9.969008,9.9651,10.700718,9.629009,9.320992,9.954367
ADAD1,6.73325,6.422664,6.625472,6.547994,6.5176169999999995,6.459382,6.338491,6.465098,6.603965,6.4615860000000005,6.301554,6.605216
ADAD2,7.533189,8.112436,8.206109,8.125571,8.483891,8.350002,8.193785,7.9225460000000005,8.530857000000001,8.521506,8.623074,8.290968
ADAL,7.014105000000001,7.479811,7.3755619999999995,7.325197,7.281553999999999,7.321589,7.159777,7.2802169999999995,6.948572,7.040729,7.099246000000001,7.210147999999999
ADAM10,7.598117,7.2026354999999995,7.072251,7.349638499999999,7.15533,7.6533315,7.119966000000001,7.3943285,6.9891235,7.7537655,7.1408395,7.7003435
ADAM11,6.732759,6.860111,6.982301,7.109719999999999,6.935175,6.845228,7.021428,6.789996,6.937283,6.953182000000001,6.76191,6.913755
ADAM12,6.6160380000000005,6.629519,6.79765,6.751086999999999,6.756353999999999,6.733855,6.818223,6.775758000000001,6.792261999999999,6.758050999999999,6.702655,6.935267
ADAM15,7.758266000000001,7.8562975,8.1293905,7.6591205,7.8344745,7.6921845,7.869378500000001,7.966686,8.291192500000001,7.828945500000001,7.669663000000001,7.977905000000001
ADAM17,7.558826,7.213642999999999,7.329467999999999,7.182283999999999,7.088713,7.25179,7.169915,7.188319,7.2027529999999995,7.338480000000001,7.201819,7.472860000000001
ADAM18,6.425199,6.453547,6.462330000000001,6.2973870000000005,6.467837,6.181317,6.3372209999999995,6.386448000000001,6.585884,6.247943,6.4532169999999995,6.45536
ADAM19,7.975280000000001,8.0639715,8.22763,7.92795,8.3586395,8.146155499999999,8.2133355,8.205838499999999,8.082055,7.937532000000001,8.4933875,7.931553
ADAM2,6.924917999999999,6.926591999999999,7.164114,6.946681,7.003804,6.926024000000001,7.069259,6.939456,6.905883,7.015161,7.023511999999999,6.962061
ADAM20,6.039639,6.300675,6.169891000000001,6.17065,6.159009999999999,6.246057,6.238245,6.322687999999999,6.22919,6.135235,6.116161,6.110809
ADAM20P1,6.4932300000000005,6.459411,6.442996,6.530615,6.493529,6.56495,6.487761,6.588736999999999,6.525671,6.6635029999999995,6.549185,6.385058
ADAM21,6.452884,6.4940489999999995,6.624344000000001,6.540003,6.651056,6.44463,6.465987999999999,6.526219,6.539719,6.507529,6.501737,6.5263279999999995
ADAM21P1,6.414332,6.680501,6.286865,6.4386790000000005,6.451221,6.5808,6.400976999999999,6.44258,6.343267,6.595138,6.530374,6.519658
ADAM22,6.789483000000001,6.672244,6.554487,6.556489999999999,6.795311999999999,6.679264,6.3451,6.598858,6.491052,6.698592999999999,6.550808,6.600289
ADAM23,7.893206,8.022035,8.080502000000001,7.601266000000001,7.629849,7.723324000000001,7.7197070000000005,7.936797,7.677283,7.755272,7.4358770000000005,7.565005
ADAM28,6.4312190000000005,6.506655,6.346344,6.229724,6.437488,6.394841,6.254061,6.376380999999999,6.383022,6.4118010000000005,6.308619,6.352963
ADAM29,6.641603,6.544121,6.540764,6.602755999999999,6.638585000000001,6.673075,6.485901,6.593846000000001,6.707135000000001,6.6625820000000004,6.726594,6.594765
ADAM30,6.453861,6.733494,6.782742,6.499345,6.51465,6.800808,6.663902,6.511811,6.725155,6.477565,6.6299779999999995,6.676546000000001
ADAM32,6.723358999999999,6.8224789999999995,6.7762925,6.9610425000000005,6.878936,6.8318345,6.912837,6.951353500000001,6.747502000000001,6.9081905,6.8356875,6.656142
ADAM33,6.5756685,6.4952945,6.470357,6.4286735,6.698591499999999,6.5505885,6.564575,6.570292,6.618924499999999,6.6110405,6.596569500000001,6.5528059999999995
ADAM3A,6.562825,6.434658,6.496736,6.4500839999999995,6.418893,6.431387,6.41993,6.412229,6.511425,6.507576,6.5620009999999995,6.556908
ADAM5,6.3598300000000005,6.467023999999999,6.441951,6.470667,6.462429,6.348686,6.333295,6.435336,6.3049599999999995,6.344308,6.466439,6.403475
ADAM6,6.714295,6.828678,6.786735,6.7862485,6.774274,6.683163499999999,6.6995315,6.644875,6.763202499999999,6.7399685,6.787991000000001,6.6622185
ADAM7,6.822659,6.818149000000001,6.722119,6.821596,6.928478,6.696366,6.975041,6.9093800000000005,7.058738000000001,6.8727789999999995,6.990208,6.791239999999999
ADAM8,6.836475,7.367609,7.792254,7.309413,7.340814999999999,7.226355,7.598528999999999,7.2433309999999995,7.932303,7.2850470000000005,6.780479,7.17628
ADAM9,7.739358,7.153455,7.169410000000001,7.465076,7.206034,7.232185,7.58157,7.458653,7.098425,7.592821000000001,7.364775999999999,7.371803
ADAMDEC1,6.676003,6.5557905,6.333683000000001,6.477481,6.563261,6.5309985,6.547206,6.452793499999999,6.603431,6.6916755000000006,6.502324,6.578100999999999
ADAMTS1,7.930713000000001,7.369261,7.355980000000001,7.653014,7.864286999999999,7.718478,8.376123,8.123023,7.539478999999999,7.549013,8.625051,7.732454
ADAMTS10,6.54674,6.540856,6.437978,6.4854650000000005,6.657375,6.447385,6.789739999999999,6.335039,6.6747179999999995,6.6666229999999995,6.473596,6.623113
ADAMTS12,6.200257,6.359589,6.250135,6.4519150000000005,6.317405,6.4770129999999995,6.4298720000000005,6.428797,6.332498,6.28939,6.2397849999999995,6.524082
ADAMTS13,6.48245,6.646602000000001,6.565311,6.444157,6.37467,6.590655,6.468818,6.45557,6.553791,6.464755,6.34488,6.194551000000001
ADAMTS14,6.479285,6.54592,6.6217690000000005,6.700902,6.410252,6.537729,6.589863,6.5939630000000005,6.506799,6.320012999999999,6.558925,6.614369
ADAMTS15,6.830019999999999,6.875744,6.801699,6.8430740000000005,6.7549,6.9374460000000004,6.703065,6.837337,6.817286999999999,6.691084,6.717362,6.824538
ADAMTS16,6.497937,6.621623,6.530474,6.6468110000000005,6.664409,6.720012,6.681958,6.658474000000001,6.659246,6.703641,6.7371669999999995,6.650036999999999
ADAMTS17,6.7632330000000005,6.7623809999999995,6.969181,6.814829,6.992833999999999,6.752391,6.913836,6.876253,6.627694,6.927249000000001,6.781753999999999,6.853229
ADAMTS18,6.4764015,6.567533500000001,6.4749925,6.4470315000000005,6.6073325,6.5798315,6.5846029999999995,6.645094,6.598803,6.618783500000001,6.6333405,6.720418
ADAMTS19,7.732044,8.099882000000001,7.579184,8.157544,8.047011999999999,8.091109,7.992149,8.085761999999999,7.568183,7.838639,7.704578,7.97513
ADAMTS2,6.5780259999999995,6.928678,6.9275910000000005,6.847157000000001,6.758850999999999,6.8731485,6.878531,6.892415,6.951229,6.822096000000001,6.7444335,6.870005
ADAMTS20,7.0589985,7.176082000000001,6.8756295,7.022167,6.8903490000000005,6.926267500000001,6.656055,6.9070434999999994,6.623232499999999,6.691141,6.754944,6.7849664999999995
ADAMTS3,6.651153,6.624442999999999,6.330315000000001,6.46261,6.806974,6.739574,6.540023000000001,6.6244570000000005,6.406581,6.592045,6.459276,6.578703999999999
ADAMTS4,6.745292,7.000135,6.580074000000001,6.822225,6.894363,6.942294,7.186027,6.8159350000000005,6.585222,6.749714,7.024477,6.95367
ADAMTS5,6.634647999999999,6.243213,6.500914,6.352296,6.564731,6.471359,6.506799,6.697783,6.599436,6.482837,6.508306,6.321975
ADAMTS6,6.653525999999999,6.824698,6.696772999999999,7.066471000000001,7.090960000000001,7.004795,6.918918,6.940924000000001,6.689432000000001,6.640058,6.6389949999999995,6.573778999999999
ADAMTS7,6.87896,7.063762,7.352860000000001,7.020514,7.087214,7.1071835000000005,6.8179625,6.988286500000001,7.507819500000001,7.013336,6.8580565,7.1985175
ADAMTS8,7.0779190000000005,7.756854,7.540997,7.513762,7.674046000000001,7.566327,7.294039,7.505222,8.035256,7.377942,7.330119,7.292203
ADAMTS9,6.340562,6.259666999999999,6.4247,6.375627,6.828794,6.615811,6.794746000000001,6.735981,6.663902,6.450989,7.340946000000001,6.597092
ADAMTSL1,6.852333,6.728317,6.768002,6.767264,6.793699,6.812752000000001,6.676277000000001,6.828817,6.8195369999999995,6.442895,6.916156,6.603609
ADAMTSL2,7.0653440000000005,7.039447999999999,7.660602000000001,7.261108999999999,7.477587,7.213933,7.060639,7.078913000000001,7.50321,7.040871000000001,6.6849300000000005,7.208164999999999
ADAMTSL3,7.137065,7.168467,7.049392,7.095121000000001,7.235606,7.089721000000001,7.353447,7.124282000000001,7.3755619999999995,6.954422,7.527438,7.351597999999999
ADAMTSL4,6.757165,6.496357,6.617088000000001,6.797485000000001,6.8016630000000005,6.710881,6.549459,6.675533000000001,6.735256,6.760089,6.818417,6.573192
ADAMTSL5,6.863171,7.179730999999999,7.12795,7.00121,7.167653,7.003079,7.080079,6.893788000000001,7.118978,6.897538000000001,7.086936,6.952641000000001
